[20:06:37] [main/INFO]: ModLauncher running: args [--username, Volixia666, --version, forge-47.2.0, --gameDir, C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2), --assetsDir, C:\Users\olivi\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, c5e41b1aa38e4d12a80578b67734a038, --accessToken, ????????, --clientId, NTQwNjViMDUtZDkzNy00M2U1LWIzMTQtNWFkYWVlNTExNDIx, --xuid, 2535421912994388, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\olivi\curseforge\minecraft\Install\quickPlay\java\1713143194986.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:06:37] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[20:06:39] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[20:06:39] [main/INFO]: Trying GL version 4.6
[20:06:39] [main/INFO]: Requested GL version 4.6 got version 4.6
[20:06:39] [main/INFO]: Redirector CoreMod initialized successfully!
[20:06:39] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 536.99, NVIDIA Corporation
[20:06:39] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/olivi/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 0 skipped entries ...
[20:06:39] [main/INFO]: ? No need to update client side mods config file C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\config\adaptive_performance_tweaks\client_side_mods.list
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 3 skipped entries ...
[20:06:39] [main/INFO]: [Mod Optimizer] ? init with game dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2) and mods dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for target CLIENT
[20:06:39] [main/INFO]: [Mod Optimizer] ? Optimizing Duplicated Mods ...
[20:06:39] [main/INFO]: [Duplicated Mods] checking ~212 mods in C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for duplication with file extension .jar ...
[20:06:41] [main/INFO]: Found mod file letsdo-vinery-forge-1.4.14.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file limitedchunks-1.20.1-4.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file lootintegrations-1.20.1-3.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file lootjs-forge-1.20.1-2.11.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file lootr-forge-1.20-0.7.33.83.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file magicaljewelry-1.20.1_1.6.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file MaxHealthFix-Forge-1.20.1-12.0.2.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file mcjtylib-1.20-8.0.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file medieval_buildings-forge-1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file memorysettings-1.20.1-5.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file modernfix-forge-5.16.0+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file moonlight-1.20-2.11.12-forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file moredelight-1.1.1-1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file morejs-forge-1.20.1-0.8.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file morenugget-2.0.0-1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file MouseTweaks-forge-mc1.20-2.25.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file mvs-4.1.2-1.20-forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file mysterious_mountain_lib-1.4.5-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file NaturesAura-39.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file neruina-1.3.0-forge+1.18.2-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file netherportalfix-forge-1.20-13.0.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file nethersdelight-1.20.1-4.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file nyfsquiver-1.20.1-forge-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file observable-4.4.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file oceansdelight-1.0.2-1.20.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file OpenLoader-Forge-1.20.1-19.0.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file PacketFixer-forge-1.20.1-1.2.8.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file passiveshield-1.20.1-3.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file PassiveSkillTree-1.20.1-BETA-0.6.11-all.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Patchouli-1.20.1-84-FORGE.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Paxi-1.20-Forge-4.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file pipez-forge-1.20.1-1.2.6.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Placebo-1.20.1-8.6.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file polymorph-forge-0.49.3+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Prism-1.20.1-forge-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file probejs-6.0.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file ProjectE-1.20.1-PE1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file PuzzlesLib-v8.1.18-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Quark-4.0-440.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file quark_delight_1.0.0_forge_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file questsadditions-1.4.3a.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file recipeessentials-1.20.1-3.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file resourcefulconfig-forge-1.20.1-2.1.2.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file resourcefullib-forge-1.20.1-2.1.24.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Rex's-AdditionalStructures-1.20.x-(v.4.2.1).jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file rftoolsbase-1.20-5.0.2.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file rhino-forge-2001.2.2-build.18.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file right-click-harvest-3.2.3+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file saturn-mc1.20.1-0.1.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Searchables-forge-1.20.1-1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file servercore-forge-1.5.0+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file silent-lib-1.20.1-8.0.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file SimpleBackups-1.20.1-3.1.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file SimplyHouses-1.1.4-1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file simplylight-1.20.1-1.4.6-build.50.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file simplyswords-forge-1.55.0-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file smallships-forge-1.20.1-2.0.0-b1.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file smoothboot(reloaded)-mc1.20.1-0.0.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file smoothchunk-1.20.1-3.6.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file snowtreasures-2.2.0-1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file sophisticatedbackpacks-1.20.1-3.20.5.1039.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file sophisticatedcore-1.20.1-0.6.18.597.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file sophisticatedstorage-1.20.1-0.10.20.778.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file starbunclemania-1.20.1-1.2.0.7.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file starlight-1.1.2+forge.1cda73c.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file starterkit-1.20.1-6.5.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file structure_gel-1.20.1-2.16.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file structureessentials-1.20.1-3.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file supermartijn642corelib-1.1.17-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file supplementaries-1.20-2.8.10.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file tarotcards-1.20-1.6.2.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file temporalapi-1.5.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file TerraBlender-forge-1.20.1-3.0.1.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file textrues_embeddium_options-0.1.5+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file The_Undergarden-1.20.1-0.8.14.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file toofast-1.20-0.4.3.5.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Towns-and-Towers-1.12-Fabric+Forge.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file TrampleNoMore-Forge-1.20.1-13.0.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file TreeChop-1.20.1-forge-0.19.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file undergarden_delight_1.0.0_forge_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file vegandelight-1.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file waystones-forge-1.20-14.1.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file wso16-forge-1.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Xaeros_Minimap_24.0.3_Forge_1.20.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file xaeros_waystones_compability-1.0.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file XaerosWorldMap_1.38.1_Forge_1.20.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file xlpackets-1.18.2-2.1.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file xnet-1.20-6.0.2.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file YungsApi-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file YungsBetterDungeons-1.20-Forge-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file YungsExtras-1.20-Forge-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/INFO]: Found mod file Zeta-1.0-16.jar of type MOD with provider {mods folder locator at C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods}
[20:06:41] [main/WARN]: Mod file C:\Users\olivi\curseforge\minecraft\Install\libraries\net\minecraftforge\fmlcore\1.20.1-47.2.0\fmlcore-1.20.1-47.2.0.jar is missing mods.toml file
[20:06:41] [main/WARN]: Mod file C:\Users\olivi\curseforge\minecraft\Install\libraries\net\minecraftforge\javafmllanguage\1.20.1-47.2.0\javafmllanguage-1.20.1-47.2.0.jar is missing mods.toml file
[20:06:41] [main/WARN]: Mod file C:\Users\olivi\curseforge\minecraft\Install\libraries\net\minecraftforge\lowcodelanguage\1.20.1-47.2.0\lowcodelanguage-1.20.1-47.2.0.jar is missing mods.toml file
[20:06:41] [main/WARN]: Mod file C:\Users\olivi\curseforge\minecraft\Install\libraries\net\minecraftforge\mclanguage\1.20.1-47.2.0\mclanguage-1.20.1-47.2.0.jar is missing mods.toml file
[20:06:41] [main/INFO]: Found mod file fmlcore-1.20.1-47.2.0.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6428591a
[20:06:41] [main/INFO]: Found mod file javafmllanguage-1.20.1-47.2.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6428591a
[20:06:41] [main/INFO]: Found mod file lowcodelanguage-1.20.1-47.2.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6428591a
[20:06:41] [main/INFO]: Found mod file mclanguage-1.20.1-47.2.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6428591a
[20:06:41] [main/INFO]: Found mod file client-1.20.1-20230612.114412-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6428591a
[20:06:41] [main/INFO]: Found mod file forge-1.20.1-47.2.0-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6428591a
[20:06:42] [main/WARN]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[20:06:42] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: terrablender. Using Mod File: C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods\TerraBlender-forge-1.20.1-3.0.1.4.jar
[20:06:42] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: geckolib. Using Mod File: C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods\geckolib-forge-1.20.1-4.4.4.jar
[20:06:42] [main/INFO]: Found 27 dependencies adding them to mods collection
[20:06:42] [main/INFO]: Found mod file jctools-core-4.0.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@1d12e953
[20:06:42] [main/INFO]: Found mod file mixinsquared-forge-0.1.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@1d12e953
[20:06:42] [main/INFO]: Found mod file dazzleconf-core-1.3.0-M2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@1d12e953
